_time:creation_date	_time:curator	_time:implementation_date	_time:release_version	_time:update_date	acc:assembly_genbank	acc:bacdive	acc:bioproject	acc:biosample	acc:genbank	annotation:date	annotation:features	annotation:provider	annotation:sw_name	annotation:sw_release	asmbl:sequences	asmbl:sw_name	asmbl:sw_release	bin:sw_name	bin:sw_release	gen:cds	gen:complete_rrnas	gen:completeness	gen:contamination	gen:contigs	gen:frameshifted_genes	gen:gc_content	gen:genes	gen:length	gen:n50	gen:ncrna	gen:num_replicons	gen:partial_rrnas	gen:plasmids	gen:pseudo_genes	gen:qs	gen:rrnas	gen:strain_heterogeneity	gen:total_trnas	gen:unique_trnas	host:age	host:disease	host:health_stage	host:other_clinical	host:pathogenicity	host:sample_site	host:sample_subsite	host:sex	host:species	host:synonym	id	isol:alt_elev	isol:analysis_project_type	isol:collected_by	isol:collection_date	isol:country	isol:culture_collection	isol:depth	isol:env_biome	isol:env_feature	isol:env_material	isol:env_package	isol:env_salinity	isol:env_temp	isol:growth_condt	isol:investigation_type	isol:isolation_comments	isol:isolation_source	isol:lat_lon	isol:location	isol:project_name	isol:ref_biomaterial	isol:sample_type	isol:world_region	map:sw_name	map:sw_release	pheno:biovar	pheno:cell_shape	pheno:gram_stain	pheno:halotolerance	pheno:motility	pheno:optimal_temp	pheno:other_typing	pheno:oxygen_requirement	pheno:pathovar	pheno:serovar	pheno:sporulation	pheno:temp_range	pheno:type_strain	proj:comments	proj:genome_status	proj:publication	proj:silva_accession_LSU	proj:silva_accession_SSU	proj:uniprot_proteome_id	quality:sw_name	quality:sw_release	secmet:antismash_clusters	secmet:antismash_types	secmet:sw_name	secmet:sw_release	seq:center	seq:depth	seq:method	tax:class	tax:family	tax:fastani_ani	tax:fastani_ref	tax:genus	tax:gtdb_classification	tax:kingdom	tax:order	tax:organism	tax:phylum	tax:species	tax:strain	tax:sw_name	tax:sw_release
2022-01-10	0000-0002-2024-1798	2022-11-07	1.7	2022-11-23	insdc.gca:GCA_014840935.1		bioproject:PRJNA664300	biosample:SAMN16205224	ena.embl:CP062005						resource_sequence:GCA_014840935.1	SMRT Analysis§biotools:smrt_analysis	v. 2.3.0							1		65.13161		3453067			1		0																	mmp.ref:MMP16205224		Whole genome sequencing (WGS)		2018-08	South Korea§gaz:00002802<§eco:0000313>Suyeong District§gaz:00027846			Marine benthic biome§envo:01000024<§eco:0007758>pubmed:32198033	Sea beach§envo:00000092<§eco:0007758>pubmed:32198033	Sand§envo:01000017<§eco:0007758>pubmed:32198033	Sediment				Bacteria_Archaea		Marine soil		Suyeong District§GAZ:00027846<§eco:0007758>pubmed:32198033			Monoisolate	Asia§gaz:00000465<§eco:0000313>Suyeong District§gaz:00027846																Study of Halmonas sp. YLGW01 strain whole genome	Finished	pubmed:32198033										Konkuk University	211.02	Pacific Biosciences Technology	Gammaproteobacteria§taxonomy:1236<§eco:0000313>Halomonas sp. YLGW01§taxonomy:2773308	Halomonadaceae§taxonomy:28256<§eco:0000313>Halomonas sp. YLGW01§taxonomy:2773308			Halomonas§taxonomy:2745<§eco:0000313>Halomonas sp. YLGW01§taxonomy:2773308			Oceanospirillales§taxonomy:135619<§eco:0000313>Halomonas sp. YLGW01§taxonomy:2773308	Halomonas sp. YLGW01§taxonomy:2773308	Proteobacteria§taxonomy:1224<§eco:0000313>Halomonas sp. YLGW01§taxonomy:2773308	Halomonas sp. YLGW01§taxonomy:2773308<§eco:0000313>Halomonas sp. YLGW01§taxonomy:2773308	YLGW01		
2022-01-10	0000-0002-2024-1798	2022-11-07	1.7	2022-11-23	insdc.gca:GCA_014838715.1		bioproject:PRJNA663729	biosample:SAMN16177584	ena.embl:CP061947						resource_sequence:GCA_014838715.1	SMRT Analysis§biotools:smrt_analysis	v. Aug-2020							1		41.857327		6378979			1		0																	mmp.ref:MMP16177584		Whole genome sequencing (WGS)		2016-06-17			200	Ocean biome§envo:01000048<§eco:0000205>Isolation source	Marine photic zone§envo:00000209<§eco:0000205>Depth	Sea water§envo:00002149<§eco:0007758>pubmed:34493387	Water				Bacteria_Archaea	Isolated from the Indian Ocean	The Indian Ocean	gmap:-21.700000,78.850000<§eco:0007759>ENA BioSample accession	Indian Ocean§GAZ:00000372			Monoisolate	Indian Ocean region§gaz:00051084<§eco:0000313>Indian Ocean§gaz:00000372				Bacilli (Rod)<§eco:0007758>pubmed:34493387	Negative<§eco:0007758>pubmed:34493387		No<§eco:0007758>pubmed:34493387	25<§eco:0007758>pubmed:34493387		Aerobic<§eco:0007758>pubmed:34493387				Mesophilic<§eco:0007758>pubmed:34493387		The report of the genomic data may facilitate future study on the nitrate reduction and nitrite reduction mechanism of Algoriphagus sp. To our knowledge, this is the first complete genome sequence of Algoriphagus sp. isolated from the Indian Ocean.	Finished	pubmed:34493387										First Institute of Oceanography, Ministry of Natural Resources (MNR)	225	Illumina NovaSeq 6000 Sequencing System§rrid:SCR_016387	Cytophagia§taxonomy:768503<§eco:0000313>Algoriphagus sp. Y33§taxonomy:2772483	Cyclobacteriaceae§taxonomy:563798<§eco:0000313>Algoriphagus sp. Y33§taxonomy:2772483			Algoriphagus§taxonomy:246875<§eco:0000313>Algoriphagus sp. Y33§taxonomy:2772483			Cytophagales§taxonomy:768507<§eco:0000313>Algoriphagus sp. Y33§taxonomy:2772483	Algoriphagus sp. Y33§taxonomy:2772483	Bacteroidetes§taxonomy:976<§eco:0000313>Algoriphagus sp. Y33§taxonomy:2772483	Algoriphagus sp. Y33§taxonomy:2772483<§eco:0000313>Algoriphagus sp. Y33§taxonomy:2772483	Y33		
2022-01-10	0000-0002-2024-1798	2022-11-07	1.7	2022-11-23	insdc.gca:GCA_014764405.1	bacdive:158459	bioproject:PRJNA663246	biosample:SAMN16176545	ena.embl:CP061725						resource_sequence:GCA_014764405.1	CANU§biotools:canu	v. 2.1							1		70.91179		6839926			1		0															Craniella sp.		mmp.ref:MMP16176545		Whole genome sequencing (WGS)		2018-08-22	Viet Nam§gaz:00003756<§eco:0000313>Paracel Islands§gaz:00010832	CCTCC:AA:2018012|DSM:106193	20	Marine biome§envo:00000447<§eco:0007758>pubmed:30605079	Marine reef§envo:01000143<§eco:0007758>pubmed:30605079|Marine photic zone§envo:00000209<§eco:0000205>Depth	Animal-associated environment§envo:01001002<§eco:0000205>Host	Host-associated				Bacteria_Archaea		marine sponge reef	gmap:16.750000,112.350000<§eco:0007759>ENA BioSample accession	Paracel Islands§GAZ:00010832<§eco:0000205>Geographic coordinates			Multiisolate	Pacific Ocean region§gaz:00051073<§eco:0000313>Paracel Islands§gaz:00010832				Cocci (Spherical)	Positive<§eco:0007758>pubmed:30605079		No<§eco:0007758>pubmed:30605079			Aerobic<§eco:0007758>pubmed:30605079			Yes<§eco:0007759>BacDive accession	Mesophilic<§eco:0007759>BacDive accession	Yes	To explore novel enzymes and antibiotics from marine microorganisms and gut microbiota through comparative genomics analysis.	Finished	pubmed:30605079			UP000262621							Qilu Medical University	300	PacBio RS II Platform§rrid:SCR_017988	Actinomycetia§taxonomy:1760<§eco:0000313>Micromonospora craniellae§taxonomy:2294034	Micromonosporaceae§taxonomy:28056<§eco:0000313>Micromonospora craniellae§taxonomy:2294034			Micromonospora§taxonomy:1873<§eco:0000313>Micromonospora craniellae§taxonomy:2294034			Micromonosporales§taxonomy:85008<§eco:0000313>Micromonospora craniellae§taxonomy:2294034	Micromonospora craniellae§taxonomy:2294034	Actinobacteria§taxonomy:201174<§eco:0000313>Micromonospora craniellae§taxonomy:2294034	Micromonospora craniellae§taxonomy:2294034<§eco:0000313>Micromonospora craniellae§taxonomy:2294034	LHW63014		
2022-01-10	0000-0002-2024-1798	2022-11-07	1.7	2022-11-23	insdc.gca:GCA_014764305.1		bioproject:PRJNA663281	biosample:SAMN16131505	ena.embl:CP061703						resource_sequence:GCA_014764305.1	CANU§biotools:canu	v. 2.1							1		31.153055		3088198			1		0																	mmp.ref:MMP16131505		Whole genome sequencing (WGS)	KEXUE vessel<§eco:0007758>pubmed:29696370	2016-03-01		CGMCC:1.16329|KACC:19026	15	Ocean biome§envo:01000048<§eco:0007758>pubmed:29696370	Seamount§envo:00000264<§eco:0007758>pubmed:29696370|Marine photic zone§envo:00000209<§eco:0000205>Depth	Sea water§envo:00002149<§eco:0007758>pubmed:29696370	Water				Bacteria_Archaea		Seawater	gmap:11.383333,139.366667<§eco:0007758>pubmed:29696370	Marinas Trench§GAZ:00002421		pubmed:29696370	Monoisolate	Pacific Ocean region§gaz:00051073<§eco:0000313>Marinas Trench§gaz:00002421				Bacilli (Rod)<§eco:0007758>pubmed:29696370	Negative<§eco:0007758>pubmed:29696370		Yes<§eco:0007758>pubmed:29696370	27.5<§eco:0007758>pubmed:29696370		Aerobic<§eco:0007758>pubmed:29696370				Mesophilic<§eco:0007758>pubmed:29696370	Yes	To explore novel enzymes and antibiotics from marine microorganisms and gut microbiota through comparative genomics analysis.	Finished	pubmed:29696370										Zhejiang University of Technology	250	PacBio Sequel Platform§rrid:SCR_017989	Flavobacteriia§taxonomy:117743<§eco:0000313>Mesoflavibacter profundi§taxonomy:2708110	Flavobacteriaceae§taxonomy:49546<§eco:0000313>Mesoflavibacter profundi§taxonomy:2708110			Mesoflavibacter§taxonomy:444051<§eco:0000313>Mesoflavibacter profundi§taxonomy:2708110			Flavobacteriales§taxonomy:200644<§eco:0000313>Mesoflavibacter profundi§taxonomy:2708110	Mesoflavibacter profundi§taxonomy:2708110	Bacteroidetes§taxonomy:976<§eco:0000313>Mesoflavibacter profundi§taxonomy:2708110	Mesoflavibacter profundi§taxonomy:2708110<§eco:0000313>Mesoflavibacter profundi§taxonomy:2708110	YC1039		
2022-01-10	0000-0002-2024-1798	2022-11-07	1.7	2022-11-23	insdc.gca:GCA_014298115.1	bacdive:1172	bioproject:PRJNA658161	biosample:SAMN15860571	ena.embl:CP060417						resource_sequence:GCA_014298115.1	biotools:Newbler	v. 2.8							1		43.89724		4004302			1		0											Human<§eco:0007759>BacDive accession						mmp.ref:MMP15860571		Whole genome sequencing (WGS)		2011-03-24	Turkey§gaz:00000558<§eco:0000313>Black Sea§gaz:00008171			Marine benthic biome§envo:01000024<§eco:0000205>Isolation source	Marine anoxic zone§envo:01000066<§eco:0000205>Comments	Sediment§envo:00002007<§eco:0000205>Isolation source	Sediment				Bacteria_Archaea		Black sea sediments	gmap:41.310000,37.370000<§eco:0007759>ENA BioSample accession	Black Sea§GAZ:00008171			Monoisolate	Europe§gaz:00000464<§eco:0000313>Black Sea§gaz:00008171								30<§eco:0007759>BacDive accession		Facultative<§eco:0007758>§https://doi.org/10.15407/ubj92.06.154				Mesophilic<§eco:0007759>BacDive accession		Bacillus strain with antimicrobial activity, isolated from deepwater anaerobic sediments of Black sea.	Finished	§https://doi.org/10.15407/ubj92.06.154			UP000515818							Odessa National after I.I. Mechnikov	12	Illumina HiSeq Platform	Bacilli§taxonomy:91061<§eco:0000313>Bacillus subtilis subsp. subtilis§taxonomy:135461	Bacillaceae§taxonomy:186817<§eco:0000313>Bacillus subtilis subsp. subtilis§taxonomy:135461			Bacillus \<firmicutes\>§taxonomy:1386<§eco:0000313>Bacillus subtilis subsp. subtilis§taxonomy:135461			Bacillales§taxonomy:1385<§eco:0000313>Bacillus subtilis subsp. subtilis§taxonomy:135461	Bacillus subtilis subsp. subtilis§taxonomy:135461	Firmicutes§taxonomy:1239<§eco:0000313>Bacillus subtilis subsp. subtilis§taxonomy:135461	Bacillus subtilis§taxonomy:1423<§eco:0000313>Bacillus subtilis subsp. subtilis§taxonomy:135461	ONU 559		
2022-01-10	0000-0002-2024-1798	2022-11-07	1.7	2022-11-23	insdc.gca:GCA_015840335.1		bioproject:PRJNA657291	biosample:SAMN15824355	ena.embl:CP060395						resource_sequence:GCA_015840335.1	Falcon§biotools:FALCON	v. 0.3.0														1		0																	mmp.ref:MMP15824355		Whole genome sequencing (WGS)		2011-02-01	USA§gaz:00002459<§eco:0000313>Inner Harbor§gaz:00156985		0<§eco:0007759>ENA BioSample accession	Estuarine biome§envo:01000020<§eco:0007758>pubmed:26986796	Harbor§envo:00000463<§eco:0000205>Isolation location|Marine photic zone§envo:00000209<§eco:0000205>Depth	Liquid water§envo:00002006<§eco:0007758>pubmed:26986796	Water	8	2.5		Bacteria_Archaea		Chesapeake Bay	gmap:39.283400,-76.605400<§eco:0007758>pubmed:26986796	Inner Harbor§GAZ:00156985<§eco:0007758>pubmed:26986796			Multispecies	Atlantic Ocean region§gaz:00051071<§eco:0000313>Inner Harbor§gaz:00156985				Bacilli (Rod)<§eco:0007758>pubmed:26986796												Complete genomes of five Synechococcus strains isolated from the Chesapeake Bay during winter	Finished	pubmed:26986796			UP000594437							University of Maryland Center For Environmental Science	42.53	Illumina HiSeq Platform|PacBio Sequel Platform§rrid:SCR_017989		Synechococcaceae§taxonomy:1890426<§eco:0000313>Synechococcus sp. CBW1108§taxonomy:1353147			Synechococcus§taxonomy:1129<§eco:0000313>Synechococcus sp. CBW1108§taxonomy:1353147			Synechococcales§taxonomy:1890424<§eco:0000313>Synechococcus sp. CBW1108§taxonomy:1353147	Synechococcus sp. CBW1108§taxonomy:1353147	Cyanobacteria§taxonomy:1117<§eco:0000313>Synechococcus sp. CBW1108§taxonomy:1353147	Synechococcus sp. CBW1108§taxonomy:1353147<§eco:0000313>Synechococcus sp. CBW1108§taxonomy:1353147	CBW1108		
2022-01-10	0000-0002-2024-1798	2022-11-07	1.7	2022-11-23	insdc.gca:GCA_015840525.1		bioproject:PRJNA657291	biosample:SAMN15824354	ena.embl:CP060396						resource_sequence:GCA_015840525.1	Falcon§biotools:FALCON	v. 0.3.0														1		0																	mmp.ref:MMP15824354		Whole genome sequencing (WGS)		2010-12-28	USA§gaz:00002459<§eco:0000313>Chesapeake Bay§gaz:00002604		0<§eco:0007759>ENA BioSample accession	Estuarine biome§envo:01000020<§eco:0007758>pubmed:33528491	Bay§envo:00000032<§eco:0000205>Isolation location|Marine photic zone§envo:00000209<§eco:0000205>Depth	Liquid water§envo:00002006<§eco:0007758>pubmed:33528491	Water	19	6.2		Bacteria_Archaea		Chesapeake Bay		Chesapeake Bay§GAZ:00002604			Multispecies	Atlantic Ocean region§gaz:00051071<§eco:0000313>Chesapeake Bay§gaz:00002604																Complete genomes of five Synechococcus strains isolated from the Chesapeake Bay during winter	Finished	pubmed:33528491			UP000594433							University of Maryland Center For Environmental Science	34.51	Illumina HiSeq Platform|PacBio Sequel Platform§rrid:SCR_017989		Synechococcaceae§taxonomy:1890426<§eco:0000313>Synechococcus sp. CBW1006§taxonomy:1353138			Synechococcus§taxonomy:1129<§eco:0000313>Synechococcus sp. CBW1006§taxonomy:1353138			Synechococcales§taxonomy:1890424<§eco:0000313>Synechococcus sp. CBW1006§taxonomy:1353138	Synechococcus sp. CBW1006§taxonomy:1353138	Cyanobacteria§taxonomy:1117<§eco:0000313>Synechococcus sp. CBW1006§taxonomy:1353138	Synechococcus sp. CBW1006§taxonomy:1353138<§eco:0000313>Synechococcus sp. CBW1006§taxonomy:1353138	CBW1006		
2022-01-10	0000-0002-2024-1798	2022-11-07	1.7	2022-11-23	insdc.gca:GCA_015840715.1		bioproject:PRJNA657291	biosample:SAMN15824353	ena.embl:CP060397						resource_sequence:GCA_015840715.1	Falcon§biotools:FALCON	v. 0.3.0														1		0																	mmp.ref:MMP15824353		Whole genome sequencing (WGS)		2010-12-28	USA§gaz:00002459<§eco:0000313>Baltimore County§gaz:00050510		0	Estuarine biome§envo:01000020	Bay§envo:00000032<§eco:0000205>Isolation source|Marine photic zone§envo:00000209<§eco:0000205>Depth						Bacteria_Archaea		Chesapeake Bay		Baltimore County§GAZ:00050510	Complete genomes of five Synechococcus strains isolated from the Chesapeake Bay during winter		Multispecies	North America§gaz:00000458<§eco:0000313>Baltimore County§gaz:00050510								6.2								Synechococcus has a ubiquitous distribution, and has the capability to adapt to nearly every aquatic environment. Many marine and coastal Synechococcus strains have been sequenced, but only recently have estuarine strains been completed. Synechococcus cells survive at very low temperatures, but little is known about how they survive brackish waters that are nearly 0 degrees C. Psychrotolerant, or cold adapted, Synechococcus were isolated between December, 2010 and February, 2011. Of these Chesapeake Bay winter isolates, four sequences were completed: CBW1002, CBW1004, CBW1006, and CBW1108.	Finished				UP000594525							University of Maryland Center For Environmental Science	47.91	Illumina HiSeq Platform		Synechococcaceae§taxonomy:1890426<§eco:0000313>Synechococcus sp. CBW1004§taxonomy:1353136			Synechococcus§taxonomy:1129<§eco:0000313>Synechococcus sp. CBW1004§taxonomy:1353136			Synechococcales§taxonomy:1890424<§eco:0000313>Synechococcus sp. CBW1004§taxonomy:1353136	Synechococcus sp. CBW1004§taxonomy:1353136	Cyanobacteria§taxonomy:1117<§eco:0000313>Synechococcus sp. CBW1004§taxonomy:1353136	Synechococcus sp. CBW1004§taxonomy:1353136<§eco:0000313>Synechococcus sp. CBW1004§taxonomy:1353136	CBW1004		
2022-01-10	0000-0002-2024-1798	2022-11-07	1.7	2022-11-23	insdc.gca:GCA_015840915.1		bioproject:PRJNA657291	biosample:SAMN15824352	ena.embl:CP060398						resource_sequence:GCA_015840915.1	Falcon§biotools:FALCON	v. 0.3.0														1		0																	mmp.ref:MMP15824352		Whole genome sequencing (WGS)		2010-12-21	USA§gaz:00002459<§eco:0000313>Chesapeake Bay§gaz:00002604		0<§eco:0007759>ENA BioSample accession	Estuarine biome§envo:01000020<§eco:0007758>pubmed:33528491	Bay§envo:00000032<§eco:0000205>Isolation location|Marine photic zone§envo:00000209<§eco:0000205>Depth	Liquid water§envo:00002006<§eco:0007758>pubmed:33528491	Water	17	6.5		Bacteria_Archaea		Chesapeake Bay		Chesapeake Bay§GAZ:00002604			Multispecies	Atlantic Ocean region§gaz:00051071<§eco:0000313>Chesapeake Bay§gaz:00002604																Complete genomes of five Synechococcus strains isolated from the Chesapeake Bay during winter	Finished	pubmed:33528491			UP000594557							University of Maryland Center For Environmental Science	17.68	Illumina HiSeq Platform		Synechococcaceae§taxonomy:1890426<§eco:0000313>Synechococcus sp. CBW1002§taxonomy:1353134			Synechococcus§taxonomy:1129<§eco:0000313>Synechococcus sp. CBW1002§taxonomy:1353134			Synechococcales§taxonomy:1890424<§eco:0000313>Synechococcus sp. CBW1002§taxonomy:1353134	Synechococcus sp. CBW1002§taxonomy:1353134	Cyanobacteria§taxonomy:1117<§eco:0000313>Synechococcus sp. CBW1002§taxonomy:1353134	Synechococcus sp. CBW1002§taxonomy:1353134<§eco:0000313>Synechococcus sp. CBW1002§taxonomy:1353134	CBW1002		
2022-01-10	0000-0002-2024-1798	2022-11-07	1.7	2022-11-07	insdc.gca:GCA_014334095.1		bioproject:PRJNA657161	biosample:SAMN15817294	ena.embl:CP060495						resource_sequence:GCA_014334095.1	PacBio SMRT Analysis§biotools:smrt_analysis	v. 5.0.1							1		62.80804		3191507			1		0																	mmp.ref:MMP15817294	-4448	Whole genome sequencing (WGS)	Dongfanghong 2<§eco:0007758>pubmed:34287118	2016-09<§eco:0007758>pubmed:34287118		CCTCC:AB2019195<§eco:0007758>pubmed:34287118|JCM:34178<§eco:0007758>pubmed:34287118		Marine abyssal zone biome§envo:01000027<§eco:0007758>pubmed:34287118|Marine benthic biome§envo:01000024<§eco:0007758>pubmed:34287118	Marine aphotic zone§envo:00000210<§eco:0000205>Geographic altitude|Ocean trench§envo:00000275<§eco:0007758>pubmed:34287118	Sediment§envo:00002007<§eco:0007758>pubmed:34287118	Sediment				Bacteria_Archaea	marine sediments	Marine sediments	gmap:10.350000,142.290000<§eco:0007758>pubmed:34287118	Marinas Trench§GAZ:00002421<§eco:0007758>pubmed:34287118			Monoisolate	Pacific Ocean region§gaz:00051073<§eco:0000313>Marinas Trench§gaz:00002421				Bacilli (Rod)<§eco:0007758>pubmed:34287118	Negative<§eco:0007758>pubmed:34287118			28<§eco:0007758>pubmed:34287118		Facultative<§eco:0007758>pubmed:34287118				Mesophilic<§eco:0007758>pubmed:34287118	Yes	Description of novosphingopyxis sp. pb63	Finished	pubmed:34287118										Institute of Oceanology, Chinese Academy of Sciences	300	PacBio RS II Platform§rrid:SCR_017988	Alphaproteobacteria§taxonomy:28211<§eco:0000313>Novosphingopyxis iocasae§taxonomy:2762729	Sphingomonadaceae§taxonomy:41297<§eco:0000313>Novosphingopyxis iocasae§taxonomy:2762729			Novosphingopyxis§taxonomy:2709686<§eco:0000313>Novosphingopyxis iocasae§taxonomy:2762729			Sphingomonadales§taxonomy:204457<§eco:0000313>Novosphingopyxis iocasae§taxonomy:2762729	Novosphingopyxis iocasae§taxonomy:2762729	Proteobacteria§taxonomy:1224<§eco:0000313>Novosphingopyxis iocasae§taxonomy:2762729	Novosphingopyxis iocasae§taxonomy:2762729<§eco:0000313>Novosphingopyxis iocasae§taxonomy:2762729	pb63		
2022-01-10	0000-0002-2024-1798	2022-11-07	1.7	2022-11-23	insdc.gca:GCA_014334115.1		bioproject:PRJNA657156	biosample:SAMN15817234	ena.embl:CP060494						resource_sequence:GCA_014334115.1	PacBio SMRT Analysis§biotools:smrt_analysis	v. 5.0.1							1		67.111404		3194162			1		0																	mmp.ref:MMP15817234		Whole genome sequencing (WGS)		2018-07-31				Marine biome§envo:00000447<§eco:0000205>Isolation source		Sediment§envo:00002007<§eco:0000205>Isolation source	Sediment				Bacteria_Archaea		Marine sediments		South China Sea§GAZ:00008989			Monoisolate	Pacific Ocean region§gaz:00051073<§eco:0000313>South China Sea§gaz:00008989																Genome of Sphingosinithalassobacter fonticola	Finished											Institute of Oceanology, Chinese Academy of Sciences	226	PacBio RS II Platform§rrid:SCR_017988	Alphaproteobacteria§taxonomy:28211<§eco:0000313>Sphingosinithalassobacter sp. CS137§taxonomy:2762748	Sphingomonadaceae§taxonomy:41297<§eco:0000313>Sphingosinithalassobacter sp. CS137§taxonomy:2762748			Sphingosinithalassobacter§taxonomy:2676233<§eco:0000313>Sphingosinithalassobacter sp. CS137§taxonomy:2762748			Sphingomonadales§taxonomy:204457<§eco:0000313>Sphingosinithalassobacter sp. CS137§taxonomy:2762748	Sphingosinithalassobacter sp. CS137§taxonomy:2762748	Proteobacteria§taxonomy:1224<§eco:0000313>Sphingosinithalassobacter sp. CS137§taxonomy:2762748	Sphingosinithalassobacter sp. CS137§taxonomy:2762748<§eco:0000313>Sphingosinithalassobacter sp. CS137§taxonomy:2762748	CS137		
2022-01-10	0000-0002-2024-1798	2022-11-07	1.7	2022-11-23	insdc.gca:GCA_014217915.1	bacdive:130358	bioproject:PRJNA655087	biosample:SAMN15719906	ena.embl:CP060120						resource_sequence:GCA_014217915.1	SMRT Analysis§biotools:smrt_analysis	v. 4							1		71.39868		3369845			1		0																	mmp.ref:MMP15719906	-2875	Whole genome sequencing (WGS)	Shengxiang Pei	2011-04				Marine abyssal zone biome§envo:01000027<§eco:0007758>pubmed:33341425|Marine benthic biome§envo:01000024<§eco:0007758>pubmed:33341425	Marine aphotic zone§envo:00000210<§eco:0000205>Geographic altitude	Sediment§envo:00002007<§eco:0007758>pubmed:33341425	Sediment		30		Bacteria_Archaea		Marine sediment	gmap:-15.160000,-13.350000<§eco:0007758>pubmed:33341425	South Atlantic Ocean§GAZ:00000378			Multispecies	Atlantic Ocean region§gaz:00051071<§eco:0000313>South Atlantic Ocean§gaz:00000378				Bacilli (Rod)<§eco:0007758>pubmed:33341425	Positive<§eco:0007758>pubmed:33341425		No<§eco:0007758>pubmed:33341425	29<§eco:0007758>pubmed:33341425		Aerobic<§eco:0007758>pubmed:33341425				Mesophilic<§eco:0007758>pubmed:33341425		Genome sequence of Janibacter sp.YB324, isolated from marine sediment collected in the south Atlantic	Finished	pubmed:33341425			UP000515678							Third Institute of Oceanography, Ministry of Natural Resources	176	PacBio Sequel Platform§rrid:SCR_017989	Actinomycetia§taxonomy:1760<§eco:0000313>Janibacter sp. YB324§taxonomy:2761047	Intrasporangiaceae§taxonomy:85021<§eco:0000313>Janibacter sp. YB324§taxonomy:2761047			Janibacter§taxonomy:53457<§eco:0000313>Janibacter sp. YB324§taxonomy:2761047			Micrococcales§taxonomy:85006<§eco:0000313>Janibacter sp. YB324§taxonomy:2761047	Janibacter sp. YB324§taxonomy:2761047	Actinobacteria§taxonomy:201174<§eco:0000313>Janibacter sp. YB324§taxonomy:2761047	Janibacter sp. YB324§taxonomy:2761047<§eco:0000313>Janibacter sp. YB324§taxonomy:2761047	YB324		
